VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TEXCOORD3.x, TEXCOORD3.y
9636, 44183, -11.71765,  8.46028, -27.57284, -0.95605,  0.28271,  0.07892,  0.00,  0.09082,  0.02917,  0.99561,  1.00,  1.00,  1.00,  1.00,  1.00, -0.1593,  0.17932,  0.45666,  0.61578,  0.45666,  0.61578,  0.45666,  0.61578
9637, 44188, -11.78913,  8.13138, -27.48208, -0.98145,  0.14441,  0.12512,  0.00,  0.13232,  0.04202,  0.99023,  1.00,  1.00,  1.00,  1.00,  1.00, -0.15698,  0.00971,  0.45669,  0.61425,  0.45669,  0.61425,  0.45669,  0.61425
9638, 44182, -11.67261,  8.14713, -27.15056, -0.76074,  0.03479,  0.64844,  0.00,  0.64893,  0.02684,  0.76025,  1.00,  1.00,  1.00,  1.00,  1.00, -0.01675,  0.00824,  0.45819,  0.61423,  0.45819,  0.61423,  0.45819,  0.61423
9639, 44187, -11.7508,  8.44295, -27.91586, -0.95557,  0.29053,  0.05371,  0.00,  0.06335,  0.02386,  0.99756,  1.00,  1.00,  1.00,  1.00,  1.00, -0.27563,  0.17834,  0.45541,  0.61577,  0.45541,  0.61577,  0.45541,  0.61577
9640, 44189, -11.79312,  8.11728, -27.84719, -0.98535,  0.16333,  0.04941,  0.00,  0.05548,  0.03278,  0.99805,  1.00,  1.00,  1.00,  1.00,  1.00, -0.27319,  0.01103,  0.45544,  0.61426,  0.45544,  0.61426,  0.45544,  0.61426
9641, 44188, -11.78913,  8.13138, -27.48208, -0.98145,  0.14441,  0.12512,  0.00,  0.13232,  0.04202,  0.99023,  1.00,  1.00,  1.00,  1.00,  1.00, -0.15698,  0.00971,  0.45669,  0.61425,  0.45669,  0.61425,  0.45669,  0.61425
9642, 44185, -11.53103,  8.90293, -27.7873, -0.89209,  0.44971,  0.04276,  0.00,  0.04626, -0.00321,  0.99902,  1.00,  1.00,  1.00,  1.00,  1.00, -0.1626,  0.4292,  0.45663,  0.61804,  0.45663,  0.61804,  0.45663,  0.61804
9643, 44190, -11.54711,  8.90296, -28.18191, -0.88281,  0.46948,  0.02116,  0.00,  0.03827,  0.0269,  0.99902,  1.00,  1.00,  1.00,  1.00,  1.00, -0.27905,  0.42725,  0.45538,  0.61802,  0.45538,  0.61802,  0.45538,  0.61802
9644, 44187, -11.7508,  8.44295, -27.91586, -0.95557,  0.29053,  0.05371,  0.00,  0.06335,  0.02386,  0.99756,  1.00,  1.00,  1.00,  1.00,  1.00, -0.27563,  0.17834,  0.45541,  0.61577,  0.45541,  0.61577,  0.45541,  0.61577
9645, 44186, -11.11468,  9.66403, -27.99674, -0.63574,  0.68799,  0.3501,  0.00,  0.49414,  0.01388,  0.86914,  1.00,  1.00,  1.00,  1.00,  1.00, -0.16699,  0.97168,  0.45658,  0.62295,  0.45658,  0.62295,  0.45658,  0.62295
9646, 44190, -11.54711,  8.90296, -28.18191, -0.88281,  0.46948,  0.02116,  0.00,  0.03827,  0.0269,  0.99902,  1.00,  1.00,  1.00,  1.00,  1.00, -0.27905,  0.42725,  0.45538,  0.61802,  0.45538,  0.61802,  0.45538,  0.61802
9647, 44185, -11.53103,  8.90293, -27.7873, -0.89209,  0.44971,  0.04276,  0.00,  0.04626, -0.00321,  0.99902,  1.00,  1.00,  1.00,  1.00,  1.00, -0.1626,  0.4292,  0.45663,  0.61804,  0.45663,  0.61804,  0.45663,  0.61804
9648, 44190, -11.54711,  8.90296, -28.18191, -0.88281,  0.46948,  0.02116,  0.00,  0.03827,  0.0269,  0.99902,  1.00,  1.00,  1.00,  1.00,  1.00, -0.27905,  0.42725,  0.45538,  0.61802,  0.45538,  0.61802,  0.45538,  0.61802
9649, 44186, -11.11468,  9.66403, -27.99674, -0.63574,  0.68799,  0.3501,  0.00,  0.49414,  0.01388,  0.86914,  1.00,  1.00,  1.00,  1.00,  1.00, -0.16699,  0.97168,  0.45658,  0.62295,  0.45658,  0.62295,  0.45658,  0.62295
9650, 44191, -11.12029,  9.53981, -28.60586, -0.8457,  0.53125, -0.05362,  0.00,  0.01723,  0.12756,  0.9917,  1.00,  1.00,  1.00,  1.00,  1.00, -0.40527,  0.95313,  0.45402,  0.62278,  0.45402,  0.62278,  0.45402,  0.62278
9651, 44190, -11.54711,  8.90296, -28.18191, -0.88281,  0.46948,  0.02116,  0.00,  0.03827,  0.0269,  0.99902,  1.00,  1.00,  1.00,  1.00,  1.00, -0.27905,  0.42725,  0.45538,  0.61802,  0.45538,  0.61802,  0.45538,  0.61802
9652, 44191, -11.12029,  9.53981, -28.60586, -0.8457,  0.53125, -0.05362,  0.00,  0.01723,  0.12756,  0.9917,  1.00,  1.00,  1.00,  1.00,  1.00, -0.40527,  0.95313,  0.45402,  0.62278,  0.45402,  0.62278,  0.45402,  0.62278
9653, 44192, -11.57001,  8.8994, -28.38863, -0.875,  0.48413,  0.00002,  0.00,  0.02458,  0.0444,  0.99854,  1.00,  1.00,  1.00,  1.00,  1.00, -0.4436,  0.42529,  0.45361,  0.618,  0.45361,  0.618,  0.45361,  0.618
9654, 44187, -11.7508,  8.44295, -27.91586, -0.95557,  0.29053,  0.05371,  0.00,  0.06335,  0.02386,  0.99756,  1.00,  1.00,  1.00,  1.00,  1.00, -0.27563,  0.17834,  0.45541,  0.61577,  0.45541,  0.61577,  0.45541,  0.61577
9655, 44190, -11.54711,  8.90296, -28.18191, -0.88281,  0.46948,  0.02116,  0.00,  0.03827,  0.0269,  0.99902,  1.00,  1.00,  1.00,  1.00,  1.00, -0.27905,  0.42725,  0.45538,  0.61802,  0.45538,  0.61802,  0.45538,  0.61802
9656, 44192, -11.57001,  8.8994, -28.38863, -0.875,  0.48413,  0.00002,  0.00,  0.02458,  0.0444,  0.99854,  1.00,  1.00,  1.00,  1.00,  1.00, -0.4436,  0.42529,  0.45361,  0.618,  0.45361,  0.618,  0.45361,  0.618
9657, 44187, -11.7508,  8.44295, -27.91586, -0.95557,  0.29053,  0.05371,  0.00,  0.06335,  0.02386,  0.99756,  1.00,  1.00,  1.00,  1.00,  1.00, -0.27563,  0.17834,  0.45541,  0.61577,  0.45541,  0.61577,  0.45541,  0.61577
9658, 44192, -11.57001,  8.8994, -28.38863, -0.875,  0.48413,  0.00002,  0.00,  0.02458,  0.0444,  0.99854,  1.00,  1.00,  1.00,  1.00,  1.00, -0.4436,  0.42529,  0.45361,  0.618,  0.45361,  0.618,  0.45361,  0.618
9659, 44193, -11.77384,  8.43937, -28.30737, -0.95215,  0.30005,  0.06161,  0.00,  0.06512,  0.0017,  0.99805,  1.00,  1.00,  1.00,  1.00,  1.00, -0.44019,  0.17712,  0.45365,  0.61576,  0.45365,  0.61576,  0.45365,  0.61576
9660, 44193, -11.77384,  8.43937, -28.30737, -0.95215,  0.30005,  0.06161,  0.00,  0.06512,  0.0017,  0.99805,  1.00,  1.00,  1.00,  1.00,  1.00, -0.44019,  0.17712,  0.45365,  0.61576,  0.45365,  0.61576,  0.45365,  0.61576
9661, 44189, -11.79312,  8.11728, -27.84719, -0.98535,  0.16333,  0.04941,  0.00,  0.05548,  0.03278,  0.99805,  1.00,  1.00,  1.00,  1.00,  1.00, -0.27319,  0.01103,  0.45544,  0.61426,  0.45544,  0.61426,  0.45544,  0.61426
9662, 44187, -11.7508,  8.44295, -27.91586, -0.95557,  0.29053,  0.05371,  0.00,  0.06335,  0.02386,  0.99756,  1.00,  1.00,  1.00,  1.00,  1.00, -0.27563,  0.17834,  0.45541,  0.61577,  0.45541,  0.61577,  0.45541,  0.61577
9663, 44193, -11.77384,  8.43937, -28.30737, -0.95215,  0.30005,  0.06161,  0.00,  0.06512,  0.0017,  0.99805,  1.00,  1.00,  1.00,  1.00,  1.00, -0.44019,  0.17712,  0.45365,  0.61576,  0.45365,  0.61576,  0.45365,  0.61576
9664, 44194, -11.81622,  8.11369, -28.23982, -0.98828,  0.14038,  0.05685,  0.00,  0.05872,  0.00916,  0.99805,  1.00,  1.00,  1.00,  1.00,  1.00, -0.4375,  0.0126,  0.45368,  0.61427,  0.45368,  0.61427,  0.45368,  0.61427
9665, 44189, -11.79312,  8.11728, -27.84719, -0.98535,  0.16333,  0.04941,  0.00,  0.05548,  0.03278,  0.99805,  1.00,  1.00,  1.00,  1.00,  1.00, -0.27319,  0.01103,  0.45544,  0.61426,  0.45544,  0.61426,  0.45544,  0.61426
9666, 44195, -11.83216,  8.54482, -28.23337, -0.89697,  0.44189,  0.01481,  0.00,  0.03717,  0.04199,  0.99854,  1.00,  1.00,  1.00,  1.00,  1.00, -0.23987,  0.00384,  0.62818,  0.60071,  0.62818,  0.60071,  0.62818,  0.60071
9667, 44196, -11.80434,  8.61824, -27.48141, -0.81982,  0.54199,  0.18506,  0.00,  0.24573,  0.04099,  0.96826,  1.00,  1.00,  1.00,  1.00,  1.00,  0.09387,  0.00384,  0.63171,  0.60071,  0.63171,  0.60071,  0.63171,  0.60071
9668, 44197, -11.60806,  8.98153, -27.68768, -0.7959,  0.58545,  0.15479,  0.00,  0.21948,  0.04059,  0.97461,  1.00,  1.00,  1.00,  1.00,  1.00,  0.09296,  0.15735,  0.63171,  0.60208,  0.63171,  0.60208,  0.63171,  0.60208
9669, 44195, -11.83216,  8.54482, -28.23337, -0.89697,  0.44189,  0.01481,  0.00,  0.03717,  0.04199,  0.99854,  1.00,  1.00,  1.00,  1.00,  1.00, -0.23987,  0.00384,  0.62818,  0.60071,  0.62818,  0.60071,  0.62818,  0.60071
9670, 44197, -11.60806,  8.98153, -27.68768, -0.7959,  0.58545,  0.15479,  0.00,  0.21948,  0.04059,  0.97461,  1.00,  1.00,  1.00,  1.00,  1.00,  0.09296,  0.15735,  0.63171,  0.60208,  0.63171,  0.60208,  0.63171,  0.60208
9671, 44198, -11.64013,  8.98007, -28.32851, -0.8418,  0.53809,  0.04184,  0.00,  0.05078,  0.00176,  0.99854,  1.00,  1.00,  1.00,  1.00,  1.00, -0.24072,  0.15735,  0.62817,  0.60208,  0.62817,  0.60208,  0.62817,  0.60208
9672, 44196, -11.80434,  8.61824, -27.48141, -0.81982,  0.54199,  0.18506,  0.00,  0.24573,  0.04099,  0.96826,  1.00,  1.00,  1.00,  1.00,  1.00,  0.09387,  0.00384,  0.63171,  0.60071,  0.63171,  0.60071,  0.63171,  0.60071
9673, 44199, -11.46862,  8.98539, -27.36784, -0.48462,  0.68457,  0.54492,  0.00,  0.75146,  0.00656,  0.65967,  1.00,  1.00,  1.00,  1.00,  1.00,  0.27075,  0.15735,  0.63358,  0.60208,  0.63358,  0.60208,  0.63358,  0.60208
9674, 44197, -11.60806,  8.98153, -27.68768, -0.7959,  0.58545,  0.15479,  0.00,  0.21948,  0.04059,  0.97461,  1.00,  1.00,  1.00,  1.00,  1.00,  0.09296,  0.15735,  0.63171,  0.60208,  0.63171,  0.60208,  0.63171,  0.60208
9675, 44200, -11.25857,  9.3159, -27.65636, -0.45923,  0.74609,  0.48218,  0.00,  0.73291,  0.012,  0.68018,  1.00,  1.00,  1.00,  1.00,  1.00,  0.27148,  0.39697,  0.63359,  0.60421,  0.63359,  0.60421,  0.63359,  0.60421
9676, 44197, -11.60806,  8.98153, -27.68768, -0.7959,  0.58545,  0.15479,  0.00,  0.21948,  0.04059,  0.97461,  1.00,  1.00,  1.00,  1.00,  1.00,  0.09296,  0.15735,  0.63171,  0.60208,  0.63171,  0.60208,  0.63171,  0.60208
9677, 44199, -11.46862,  8.98539, -27.36784, -0.48462,  0.68457,  0.54492,  0.00,  0.75146,  0.00656,  0.65967,  1.00,  1.00,  1.00,  1.00,  1.00,  0.27075,  0.15735,  0.63358,  0.60208,  0.63358,  0.60208,  0.63358,  0.60208
9678, 44200, -11.25857,  9.3159, -27.65636, -0.45923,  0.74609,  0.48218,  0.00,  0.73291,  0.012,  0.68018,  1.00,  1.00,  1.00,  1.00,  1.00,  0.27148,  0.39697,  0.63359,  0.60421,  0.63359,  0.60421,  0.63359,  0.60421
9679, 44201, -11.35534,  9.31206, -27.96271, -0.74951,  0.64502,  0.14856,  0.00,  0.20813,  0.01649,  0.97803,  1.00,  1.00,  1.00,  1.00,  1.00,  0.09393,  0.39697,  0.63172,  0.60421,  0.63172,  0.60421,  0.63172,  0.60421
9680, 44197, -11.60806,  8.98153, -27.68768, -0.7959,  0.58545,  0.15479,  0.00,  0.21948,  0.04059,  0.97461,  1.00,  1.00,  1.00,  1.00,  1.00,  0.09296,  0.15735,  0.63171,  0.60208,  0.63171,  0.60208,  0.63171,  0.60208
9681, 44201, -11.35534,  9.31206, -27.96271, -0.74951,  0.64502,  0.14856,  0.00,  0.20813,  0.01649,  0.97803,  1.00,  1.00,  1.00,  1.00,  1.00,  0.09393,  0.39697,  0.63172,  0.60421,  0.63172,  0.60421,  0.63172,  0.60421
9682, 44198, -11.64013,  8.98007, -28.32851, -0.8418,  0.53809,  0.04184,  0.00,  0.05078,  0.00176,  0.99854,  1.00,  1.00,  1.00,  1.00,  1.00, -0.24072,  0.15735,  0.62817,  0.60208,  0.62817,  0.60208,  0.62817,  0.60208
9683, 44197, -11.60806,  8.98153, -27.68768, -0.7959,  0.58545,  0.15479,  0.00,  0.21948,  0.04059,  0.97461,  1.00,  1.00,  1.00,  1.00,  1.00,  0.09296,  0.15735,  0.63171,  0.60208,  0.63171,  0.60208,  0.63171,  0.60208
9684, 44202, -10.92725,  9.83343, -28.13458, -0.47778,  0.74756,  0.46143,  0.00,  0.72656,  0.04105,  0.68604,  1.00,  1.00,  1.00,  1.00,  1.00,  0.27148,  0.97949,  0.63359,  0.6094,  0.63359,  0.6094,  0.63359,  0.6094
9685, 44201, -11.35534,  9.31206, -27.96271, -0.74951,  0.64502,  0.14856,  0.00,  0.20813,  0.01649,  0.97803,  1.00,  1.00,  1.00,  1.00,  1.00,  0.09393,  0.39697,  0.63172,  0.60421,  0.63172,  0.60421,  0.63172,  0.60421
9686, 44200, -11.25857,  9.3159, -27.65636, -0.45923,  0.74609,  0.48218,  0.00,  0.73291,  0.012,  0.68018,  1.00,  1.00,  1.00,  1.00,  1.00,  0.27148,  0.39697,  0.63359,  0.60421,  0.63359,  0.60421,  0.63359,  0.60421
9687, 44202, -10.92725,  9.83343, -28.13458, -0.47778,  0.74756,  0.46143,  0.00,  0.72656,  0.04105,  0.68604,  1.00,  1.00,  1.00,  1.00,  1.00,  0.27148,  0.97949,  0.63359,  0.6094,  0.63359,  0.6094,  0.63359,  0.6094
9688, 44203, -10.98816,  9.83105, -28.3714, -0.75781,  0.63721,  0.13904,  0.00,  0.18311,  0.00329,  0.98291,  1.00,  1.00,  1.00,  1.00,  1.00,  0.09387,  0.97949,  0.63171,  0.6094,  0.63171,  0.6094,  0.63171,  0.6094
9689, 44201, -11.35534,  9.31206, -27.96271, -0.74951,  0.64502,  0.14856,  0.00,  0.20813,  0.01649,  0.97803,  1.00,  1.00,  1.00,  1.00,  1.00,  0.09393,  0.39697,  0.63172,  0.60421,  0.63172,  0.60421,  0.63172,  0.60421
9690, 44196, -11.80434,  8.61824, -27.48141, -0.81982,  0.54199,  0.18506,  0.00,  0.24573,  0.04099,  0.96826,  1.00,  1.00,  1.00,  1.00,  1.00,  0.09387,  0.00384,  0.63171,  0.60071,  0.63171,  0.60071,  0.63171,  0.60071
9691, 44204, -11.67257,  8.62212, -27.12294, -0.50635,  0.64063,  0.57764,  0.00,  0.75391,  0.00295,  0.65723,  1.00,  1.00,  1.00,  1.00,  1.00,  0.27148,  0.00384,  0.63359,  0.60071,  0.63359,  0.60071,  0.63359,  0.60071
9692, 44199, -11.46862,  8.98539, -27.36784, -0.48462,  0.68457,  0.54492,  0.00,  0.75146,  0.00656,  0.65967,  1.00,  1.00,  1.00,  1.00,  1.00,  0.27075,  0.15735,  0.63358,  0.60208,  0.63358,  0.60208,  0.63358,  0.60208
9693, 44199, -11.46862,  8.98539, -27.36784, -0.48462,  0.68457,  0.54492,  0.00,  0.75146,  0.00656,  0.65967,  1.00,  1.00,  1.00,  1.00,  1.00,  0.27075,  0.15735,  0.63358,  0.60208,  0.63358,  0.60208,  0.63358,  0.60208
9694, 44204, -11.67257,  8.62212, -27.12294, -0.50635,  0.64063,  0.57764,  0.00,  0.75391,  0.00295,  0.65723,  1.00,  1.00,  1.00,  1.00,  1.00,  0.27148,  0.00384,  0.63359,  0.60071,  0.63359,  0.60071,  0.63359,  0.60071
9695, 44205, -11.2059,  8.62655, -27.02942, -0.099,  0.5459,  0.83203,  0.00,  0.99316,  0.00,  0.11823,  1.00,  1.00,  1.00,  1.00,  1.00,  0.38818,  0.00384,  0.63483,  0.60071,  0.63483,  0.60071,  0.63483,  0.60071
9696, 44199, -11.46862,  8.98539, -27.36784, -0.48462,  0.68457,  0.54492,  0.00,  0.75146,  0.00656,  0.65967,  1.00,  1.00,  1.00,  1.00,  1.00,  0.27075,  0.15735,  0.63358,  0.60208,  0.63358,  0.60208,  0.63358,  0.60208
9697, 44205, -11.2059,  8.62655, -27.02942, -0.099,  0.5459,  0.83203,  0.00,  0.99316,  0.00,  0.11823,  1.00,  1.00,  1.00,  1.00,  1.00,  0.38818,  0.00384,  0.63483,  0.60071,  0.63483,  0.60071,  0.63483,  0.60071
9698, 44206, -11.10372,  8.98981, -27.26391, -0.10516,  0.61914,  0.77832,  0.00,  0.99072, -0.00238,  0.13574,  1.00,  1.00,  1.00,  1.00,  1.00,  0.38745,  0.15735,  0.63482,  0.60208,  0.63482,  0.60208,  0.63482,  0.60208
9699, 44206, -11.10372,  8.98981, -27.26391, -0.10516,  0.61914,  0.77832,  0.00,  0.99072, -0.00238,  0.13574,  1.00,  1.00,  1.00,  1.00,  1.00,  0.38745,  0.15735,  0.63482,  0.60208,  0.63482,  0.60208,  0.63482,  0.60208
9700, 44200, -11.25857,  9.3159, -27.65636, -0.45923,  0.74609,  0.48218,  0.00,  0.73291,  0.012,  0.68018,  1.00,  1.00,  1.00,  1.00,  1.00,  0.27148,  0.39697,  0.63359,  0.60421,  0.63359,  0.60421,  0.63359,  0.60421
9701, 44199, -11.46862,  8.98539, -27.36784, -0.48462,  0.68457,  0.54492,  0.00,  0.75146,  0.00656,  0.65967,  1.00,  1.00,  1.00,  1.00,  1.00,  0.27075,  0.15735,  0.63358,  0.60208,  0.63358,  0.60208,  0.63358,  0.60208
9702, 44203, -10.98816,  9.83105, -28.3714, -0.75781,  0.63721,  0.13904,  0.00,  0.18311,  0.00329,  0.98291,  1.00,  1.00,  1.00,  1.00,  1.00,  0.09387,  0.97949,  0.63171,  0.6094,  0.63171,  0.6094,  0.63171,  0.6094
9703, 44207, -11.41299,  9.31061, -28.42494, -0.78223,  0.61719,  0.08545,  0.00,  0.10968,  0.00145,  0.99414,  1.00,  1.00,  1.00,  1.00,  1.00, -0.23975,  0.39697,  0.62818,  0.60421,  0.62818,  0.60421,  0.62818,  0.60421
9704, 44201, -11.35534,  9.31206, -27.96271, -0.74951,  0.64502,  0.14856,  0.00,  0.20813,  0.01649,  0.97803,  1.00,  1.00,  1.00,  1.00,  1.00,  0.09393,  0.39697,  0.63172,  0.60421,  0.63172,  0.60421,  0.63172,  0.60421
9705, 44201, -11.35534,  9.31206, -27.96271, -0.74951,  0.64502,  0.14856,  0.00,  0.20813,  0.01649,  0.97803,  1.00,  1.00,  1.00,  1.00,  1.00,  0.09393,  0.39697,  0.63172,  0.60421,  0.63172,  0.60421,  0.63172,  0.60421
9706, 44207, -11.41299,  9.31061, -28.42494, -0.78223,  0.61719,  0.08545,  0.00,  0.10968,  0.00145,  0.99414,  1.00,  1.00,  1.00,  1.00,  1.00, -0.23975,  0.39697,  0.62818,  0.60421,  0.62818,  0.60421,  0.62818,  0.60421
9707, 44198, -11.64013,  8.98007, -28.32851, -0.8418,  0.53809,  0.04184,  0.00,  0.05078,  0.00176,  0.99854,  1.00,  1.00,  1.00,  1.00,  1.00, -0.24072,  0.15735,  0.62817,  0.60208,  0.62817,  0.60208,  0.62817,  0.60208
9708, 44203, -10.98816,  9.83105, -28.3714, -0.75781,  0.63721,  0.13904,  0.00,  0.18311,  0.00329,  0.98291,  1.00,  1.00,  1.00,  1.00,  1.00,  0.09387,  0.97949,  0.63171,  0.6094,  0.63171,  0.6094,  0.63171,  0.6094
9709, 44208, -11.0323,  9.83015, -28.66383, -0.77588,  0.62256,  0.10272,  0.00,  0.13965,  0.01072,  0.99023,  1.00,  1.00,  1.00,  1.00,  1.00, -0.23987,  0.97949,  0.62818,  0.6094,  0.62818,  0.6094,  0.62818,  0.6094
9710, 44207, -11.41299,  9.31061, -28.42494, -0.78223,  0.61719,  0.08545,  0.00,  0.10968,  0.00145,  0.99414,  1.00,  1.00,  1.00,  1.00,  1.00, -0.23975,  0.39697,  0.62818,  0.60421,  0.62818,  0.60421,  0.62818,  0.60421
9711, 44209, -10.97003,  9.32029, -27.58606, -0.1214,  0.71387,  0.68945,  0.00,  0.98584,  0.005,  0.16833,  1.00,  1.00,  1.00,  1.00,  1.00,  0.38818,  0.39697,  0.63483,  0.60421,  0.63483,  0.60421,  0.63483,  0.60421
9712, 44202, -10.92725,  9.83343, -28.13458, -0.47778,  0.74756,  0.46143,  0.00,  0.72656,  0.04105,  0.68604,  1.00,  1.00,  1.00,  1.00,  1.00,  0.27148,  0.97949,  0.63359,  0.6094,  0.63359,  0.6094,  0.63359,  0.6094
9713, 44200, -11.25857,  9.3159, -27.65636, -0.45923,  0.74609,  0.48218,  0.00,  0.73291,  0.012,  0.68018,  1.00,  1.00,  1.00,  1.00,  1.00,  0.27148,  0.39697,  0.63359,  0.60421,  0.63359,  0.60421,  0.63359,  0.60421
9714, 44206, -11.10372,  8.98981, -27.26391, -0.10516,  0.61914,  0.77832,  0.00,  0.99072, -0.00238,  0.13574,  1.00,  1.00,  1.00,  1.00,  1.00,  0.38745,  0.15735,  0.63482,  0.60208,  0.63482,  0.60208,  0.63482,  0.60208
9715, 44209, -10.97003,  9.32029, -27.58606, -0.1214,  0.71387,  0.68945,  0.00,  0.98584,  0.005,  0.16833,  1.00,  1.00,  1.00,  1.00,  1.00,  0.38818,  0.39697,  0.63483,  0.60421,  0.63483,  0.60421,  0.63483,  0.60421
9716, 44200, -11.25857,  9.3159, -27.65636, -0.45923,  0.74609,  0.48218,  0.00,  0.73291,  0.012,  0.68018,  1.00,  1.00,  1.00,  1.00,  1.00,  0.27148,  0.39697,  0.63359,  0.60421,  0.63359,  0.60421,  0.63359,  0.60421
9717, 44210, -10.53765,  8.99121, -27.23965, -0.02509,  0.58887,  0.80811,  0.00,  0.99902, -0.01409,  0.04129,  1.00,  1.00,  1.00,  1.00,  1.00,  0.56299,  0.15735,  0.63668,  0.60208,  0.63668,  0.60208,  0.63668,  0.60208
9718, 44209, -10.97003,  9.32029, -27.58606, -0.1214,  0.71387,  0.68945,  0.00,  0.98584,  0.005,  0.16833,  1.00,  1.00,  1.00,  1.00,  1.00,  0.38818,  0.39697,  0.63483,  0.60421,  0.63483,  0.60421,  0.63483,  0.60421
9719, 44206, -11.10372,  8.98981, -27.26391, -0.10516,  0.61914,  0.77832,  0.00,  0.99072, -0.00238,  0.13574,  1.00,  1.00,  1.00,  1.00,  1.00,  0.38745,  0.15735,  0.63482,  0.60208,  0.63482,  0.60208,  0.63482,  0.60208
9720, 44210, -10.53765,  8.99121, -27.23965, -0.02509,  0.58887,  0.80811,  0.00,  0.99902, -0.01409,  0.04129,  1.00,  1.00,  1.00,  1.00,  1.00,  0.56299,  0.15735,  0.63668,  0.60208,  0.63668,  0.60208,  0.63668,  0.60208
9721, 44211, -10.46053,  9.32169, -27.51829, -0.08105,  0.70703,  0.70264,  0.00,  0.99268, -0.00734,  0.12189,  1.00,  1.00,  1.00,  1.00,  1.00,  0.56396,  0.39697,  0.63669,  0.60421,  0.63669,  0.60421,  0.63669,  0.60421
9722, 44209, -10.97003,  9.32029, -27.58606, -0.1214,  0.71387,  0.68945,  0.00,  0.98584,  0.005,  0.16833,  1.00,  1.00,  1.00,  1.00,  1.00,  0.38818,  0.39697,  0.63483,  0.60421,  0.63483,  0.60421,  0.63483,  0.60421
9723, 44211, -10.46053,  9.32169, -27.51829, -0.08105,  0.70703,  0.70264,  0.00,  0.99268, -0.00734,  0.12189,  1.00,  1.00,  1.00,  1.00,  1.00,  0.56396,  0.39697,  0.63669,  0.60421,  0.63669,  0.60421,  0.63669,  0.60421
9724, 44212, -10.71733,  9.83615, -28.10706, -0.11572,  0.72852,  0.67529,  0.00,  0.98779,  0.01227,  0.15613,  1.00,  1.00,  1.00,  1.00,  1.00,  0.38818,  0.97949,  0.63483,  0.6094,  0.63483,  0.6094,  0.63483,  0.6094
9725, 44209, -10.97003,  9.32029, -27.58606, -0.1214,  0.71387,  0.68945,  0.00,  0.98584,  0.005,  0.16833,  1.00,  1.00,  1.00,  1.00,  1.00,  0.38818,  0.39697,  0.63483,  0.60421,  0.63483,  0.60421,  0.63483,  0.60421
9726, 44209, -10.97003,  9.32029, -27.58606, -0.1214,  0.71387,  0.68945,  0.00,  0.98584,  0.005,  0.16833,  1.00,  1.00,  1.00,  1.00,  1.00,  0.38818,  0.39697,  0.63483,  0.60421,  0.63483,  0.60421,  0.63483,  0.60421
9727, 44212, -10.71733,  9.83615, -28.10706, -0.11572,  0.72852,  0.67529,  0.00,  0.98779,  0.01227,  0.15613,  1.00,  1.00,  1.00,  1.00,  1.00,  0.38818,  0.97949,  0.63483,  0.6094,  0.63483,  0.6094,  0.63483,  0.6094
9728, 44202, -10.92725,  9.83343, -28.13458, -0.47778,  0.74756,  0.46143,  0.00,  0.72656,  0.04105,  0.68604,  1.00,  1.00,  1.00,  1.00,  1.00,  0.27148,  0.97949,  0.63359,  0.6094,  0.63359,  0.6094,  0.63359,  0.6094
9729, 44211, -10.46053,  9.32169, -27.51829, -0.08105,  0.70703,  0.70264,  0.00,  0.99268, -0.00734,  0.12189,  1.00,  1.00,  1.00,  1.00,  1.00,  0.56396,  0.39697,  0.63669,  0.60421,  0.63669,  0.60421,  0.63669,  0.60421
9730, 44213, -10.35143,  9.83702, -28.05287, -0.09637,  0.72852,  0.67822,  0.00,  0.99023,  0.00105,  0.13953,  1.00,  1.00,  1.00,  1.00,  1.00,  0.56396,  0.97949,  0.63669,  0.6094,  0.63669,  0.6094,  0.63669,  0.6094
9731, 44212, -10.71733,  9.83615, -28.10706, -0.11572,  0.72852,  0.67529,  0.00,  0.98779,  0.01227,  0.15613,  1.00,  1.00,  1.00,  1.00,  1.00,  0.38818,  0.97949,  0.63483,  0.6094,  0.63483,  0.6094,  0.63483,  0.6094
9732, 44206, -11.10372,  8.98981, -27.26391, -0.10516,  0.61914,  0.77832,  0.00,  0.99072, -0.00238,  0.13574,  1.00,  1.00,  1.00,  1.00,  1.00,  0.38745,  0.15735,  0.63482,  0.60208,  0.63482,  0.60208,  0.63482,  0.60208
9733, 44205, -11.2059,  8.62655, -27.02942, -0.099,  0.5459,  0.83203,  0.00,  0.99316,  0.00,  0.11823,  1.00,  1.00,  1.00,  1.00,  1.00,  0.38818,  0.00384,  0.63483,  0.60071,  0.63483,  0.60071,  0.63483,  0.60071
9734, 44214, -10.5544,  8.59093, -27.06127,  0.0188,  0.47339,  0.88086,  0.00,  0.99951, -0.0309, -0.00473,  1.00,  1.00,  1.00,  1.00,  1.00,  0.56348,  0.00384,  0.63669,  0.60071,  0.63669,  0.60071,  0.63669,  0.60071
