VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TEXCOORD3.x, TEXCOORD3.y
4085, 793, -0.63118, -0.1761,  0.06101, -0.11256, -0.8297, -0.54675,  0.72028,  0.31092, -0.6201, -1.00,  1.00,  1.00,  1.00,  1.00,  0.46767,  0.59341,  0.46767,  0.59341,  0.46767,  0.59341,  0.46767,  0.59341
4086, 794, -0.6351, -0.17876,  0.06587, -0.21648, -0.88755, -0.40668,  0.72744,  0.13118, -0.67352, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4651,  0.59268,  0.4651,  0.59268,  0.4651,  0.59268,  0.4651,  0.59268
4087, 796, -0.64668, -0.17168,  0.06007, -0.36909, -0.79405, -0.48297,  0.81868, -0.0318, -0.57337, -1.00,  1.00,  1.00,  1.00,  1.00,  0.46229,  0.59899,  0.46229,  0.59899,  0.46229,  0.59899,  0.46229,  0.59899
4088, 795, -0.64261, -0.16911,  0.0553, -0.26386, -0.73721, -0.62202,  0.86563,  0.1035, -0.48987, -1.00,  1.00,  1.00,  1.00,  1.00,  0.46462,  0.60034,  0.46462,  0.60034,  0.46462,  0.60034,  0.46462,  0.60034
4089, 796, -0.64668, -0.17168,  0.06007, -0.36909, -0.79405, -0.48297,  0.81868, -0.0318, -0.57337, -1.00,  1.00,  1.00,  1.00,  1.00,  0.46229,  0.59899,  0.46229,  0.59899,  0.46229,  0.59899,  0.46229,  0.59899
4090, 797, -0.65305, -0.15986,  0.05104, -0.40696, -0.61024, -0.67971,  0.89607, -0.12226, -0.42674, -1.00,  1.00,  1.00,  1.00,  1.00,  0.46018,  0.60637,  0.46018,  0.60637,  0.46018,  0.60637,  0.46018,  0.60637
4091, 795, -0.64261, -0.16911,  0.0553, -0.26386, -0.73721, -0.62202,  0.86563,  0.1035, -0.48987, -1.00,  1.00,  1.00,  1.00,  1.00,  0.46462,  0.60034,  0.46462,  0.60034,  0.46462,  0.60034,  0.46462,  0.60034
4092, 796, -0.64668, -0.17168,  0.06007, -0.36909, -0.79405, -0.48297,  0.81868, -0.0318, -0.57337, -1.00,  1.00,  1.00,  1.00,  1.00,  0.46229,  0.59899,  0.46229,  0.59899,  0.46229,  0.59899,  0.46229,  0.59899
4093, 798, -0.65726, -0.16231,  0.05576, -0.51323, -0.66571, -0.54169,  0.83377, -0.23707, -0.49862, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4582,  0.60454,  0.4582,  0.60454,  0.4582,  0.60454,  0.4582,  0.60454
4094, 797, -0.65305, -0.15986,  0.05104, -0.40696, -0.61024, -0.67971,  0.89607, -0.12226, -0.42674, -1.00,  1.00,  1.00,  1.00,  1.00,  0.46018,  0.60637,  0.46018,  0.60637,  0.46018,  0.60637,  0.46018,  0.60637
4095, 799, -0.66204, -0.14857,  0.04848, -0.52927, -0.4584, -0.71396,  0.84066, -0.39715, -0.3682, -1.00,  1.00,  1.00,  1.00,  1.00,  0.45454,  0.61126,  0.45454,  0.61126,  0.45454,  0.61126,  0.45454,  0.61126
4096, 797, -0.65305, -0.15986,  0.05104, -0.40696, -0.61024, -0.67971,  0.89607, -0.12226, -0.42674, -1.00,  1.00,  1.00,  1.00,  1.00,  0.46018,  0.60637,  0.46018,  0.60637,  0.46018,  0.60637,  0.46018,  0.60637
4097, 798, -0.65726, -0.16231,  0.05576, -0.51323, -0.66571, -0.54169,  0.83377, -0.23707, -0.49862, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4582,  0.60454,  0.4582,  0.60454,  0.4582,  0.60454,  0.4582,  0.60454
4098, 799, -0.66204, -0.14857,  0.04848, -0.52927, -0.4584, -0.71396,  0.84066, -0.39715, -0.3682, -1.00,  1.00,  1.00,  1.00,  1.00,  0.45454,  0.61126,  0.45454,  0.61126,  0.45454,  0.61126,  0.45454,  0.61126
4099, 798, -0.65726, -0.16231,  0.05576, -0.51323, -0.66571, -0.54169,  0.83377, -0.23707, -0.49862, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4582,  0.60454,  0.4582,  0.60454,  0.4582,  0.60454,  0.4582,  0.60454
4100, 800, -0.66637, -0.15087,  0.05317, -0.63622, -0.51205, -0.57709,  0.76844, -0.48726, -0.41483, -1.00,  1.00,  1.00,  1.00,  1.00,  0.453,  0.60905,  0.453,  0.60905,  0.453,  0.60905,  0.453,  0.60905
4101, 801, -0.66934, -0.13577,  0.04764, -0.62258, -0.29599, -0.72442,  0.68378, -0.65596, -0.31963, -1.00,  1.00,  1.00,  1.00,  1.00,  0.44802,  0.61487,  0.44802,  0.61487,  0.44802,  0.61487,  0.44802,  0.61487
4102, 799, -0.66204, -0.14857,  0.04848, -0.52927, -0.4584, -0.71396,  0.84066, -0.39715, -0.3682, -1.00,  1.00,  1.00,  1.00,  1.00,  0.45454,  0.61126,  0.45454,  0.61126,  0.45454,  0.61126,  0.45454,  0.61126
4103, 800, -0.66637, -0.15087,  0.05317, -0.63622, -0.51205, -0.57709,  0.76844, -0.48726, -0.41483, -1.00,  1.00,  1.00,  1.00,  1.00,  0.453,  0.60905,  0.453,  0.60905,  0.453,  0.60905,  0.453,  0.60905
4104, 801, -0.66934, -0.13577,  0.04764, -0.62258, -0.29599, -0.72442,  0.68378, -0.65596, -0.31963, -1.00,  1.00,  1.00,  1.00,  1.00,  0.44802,  0.61487,  0.44802,  0.61487,  0.44802,  0.61487,  0.44802,  0.61487
4105, 800, -0.66637, -0.15087,  0.05317, -0.63622, -0.51205, -0.57709,  0.76844, -0.48726, -0.41483, -1.00,  1.00,  1.00,  1.00,  1.00,  0.453,  0.60905,  0.453,  0.60905,  0.453,  0.60905,  0.453,  0.60905
4106, 802, -0.67377, -0.1379,  0.05231, -0.73011, -0.34759, -0.58832,  0.61937, -0.7003, -0.3549, -1.00,  1.00,  1.00,  1.00,  1.00,  0.44696,  0.61239,  0.44696,  0.61239,  0.44696,  0.61239,  0.44696,  0.61239
4107, 803, -0.6747, -0.12199,  0.04849, -0.68985, -0.12312, -0.71341,  0.44461, -0.84975, -0.28328, -1.00,  1.00,  1.00,  1.00,  1.00,  0.44092,  0.61706,  0.44092,  0.61706,  0.44092,  0.61706,  0.44092,  0.61706
4108, 801, -0.66934, -0.13577,  0.04764, -0.62258, -0.29599, -0.72442,  0.68378, -0.65596, -0.31963, -1.00,  1.00,  1.00,  1.00,  1.00,  0.44802,  0.61487,  0.44802,  0.61487,  0.44802,  0.61487,  0.44802,  0.61487
4109, 802, -0.67377, -0.1379,  0.05231, -0.73011, -0.34759, -0.58832,  0.61937, -0.7003, -0.3549, -1.00,  1.00,  1.00,  1.00,  1.00,  0.44696,  0.61239,  0.44696,  0.61239,  0.44696,  0.61239,  0.44696,  0.61239
4110, 803, -0.6747, -0.12199,  0.04849, -0.68985, -0.12312, -0.71341,  0.44461, -0.84975, -0.28328, -1.00,  1.00,  1.00,  1.00,  1.00,  0.44092,  0.61706,  0.44092,  0.61706,  0.44092,  0.61706,  0.44092,  0.61706
4111, 802, -0.67377, -0.1379,  0.05231, -0.73011, -0.34759, -0.58832,  0.61937, -0.7003, -0.3549, -1.00,  1.00,  1.00,  1.00,  1.00,  0.44696,  0.61239,  0.44696,  0.61239,  0.44696,  0.61239,  0.44696,  0.61239
4112, 804, -0.67919, -0.12393,  0.05318, -0.79792, -0.17262, -0.57751,  0.40018, -0.8682, -0.29341, -1.00,  1.00,  1.00,  1.00,  1.00,  0.44038,  0.61448,  0.44038,  0.61448,  0.44038,  0.61448,  0.44038,  0.61448
4113, 805, -0.67786, -0.10775,  0.05104, -0.73067,  0.06223, -0.67989,  0.13376, -0.96349, -0.23193, -1.00,  1.00,  1.00,  1.00,  1.00,  0.43354,  0.61786,  0.43354,  0.61786,  0.43354,  0.61786,  0.43354,  0.61786
4114, 803, -0.6747, -0.12199,  0.04849, -0.68985, -0.12312, -0.71341,  0.44461, -0.84975, -0.28328, -1.00,  1.00,  1.00,  1.00,  1.00,  0.44092,  0.61706,  0.44092,  0.61706,  0.44092,  0.61706,  0.44092,  0.61706
4115, 804, -0.67919, -0.12393,  0.05318, -0.79792, -0.17262, -0.57751,  0.40018, -0.8682, -0.29341, -1.00,  1.00,  1.00,  1.00,  1.00,  0.44038,  0.61448,  0.44038,  0.61448,  0.44038,  0.61448,  0.44038,  0.61448
4116, 805, -0.67786, -0.10775,  0.05104, -0.73067,  0.06223, -0.67989,  0.13376, -0.96349, -0.23193, -1.00,  1.00,  1.00,  1.00,  1.00,  0.43354,  0.61786,  0.43354,  0.61786,  0.43354,  0.61786,  0.43354,  0.61786
4117, 804, -0.67919, -0.12393,  0.05318, -0.79792, -0.17262, -0.57751,  0.40018, -0.8682, -0.29341, -1.00,  1.00,  1.00,  1.00,  1.00,  0.44038,  0.61448,  0.44038,  0.61448,  0.44038,  0.61448,  0.44038,  0.61448
4118, 806, -0.6824, -0.1095,  0.05576, -0.83917,  0.01473, -0.54367,  0.13343, -0.96351, -0.23206, -1.00,  1.00,  1.00,  1.00,  1.00,  0.43353,  0.6151,  0.43353,  0.6151,  0.43353,  0.6151,  0.43353,  0.6151
4119, 807, -0.68315, -0.09515,  0.06006, -0.84929,  0.20116, -0.48809, -0.14459, -0.97784, -0.15142, -1.00,  1.00,  1.00,  1.00,  1.00,  0.42668,  0.6145,  0.42668,  0.6145,  0.42668,  0.6145,  0.42668,  0.6145
4120, 805, -0.67786, -0.10775,  0.05104, -0.73067,  0.06223, -0.67989,  0.13376, -0.96349, -0.23193, -1.00,  1.00,  1.00,  1.00,  1.00,  0.43354,  0.61786,  0.43354,  0.61786,  0.43354,  0.61786,  0.43354,  0.61786
4121, 806, -0.6824, -0.1095,  0.05576, -0.83917,  0.01473, -0.54367,  0.13343, -0.96351, -0.23206, -1.00,  1.00,  1.00,  1.00,  1.00,  0.43353,  0.6151,  0.43353,  0.6151,  0.43353,  0.6151,  0.43353,  0.6151
4122, 807, -0.68315, -0.09515,  0.06006, -0.84929,  0.20116, -0.48809, -0.14459, -0.97784, -0.15142, -1.00,  1.00,  1.00,  1.00,  1.00,  0.42668,  0.6145,  0.42668,  0.6145,  0.42668,  0.6145,  0.42668,  0.6145
4123, 808, -0.6786, -0.09358,  0.05529, -0.74068,  0.24668, -0.62494, -0.19209, -0.96908, -0.15487, -1.00,  1.00,  1.00,  1.00,  1.00,  0.42616,  0.61709,  0.42616,  0.61709,  0.42616,  0.61709,  0.42616,  0.61709
4124, 805, -0.67786, -0.10775,  0.05104, -0.73067,  0.06223, -0.67989,  0.13376, -0.96349, -0.23193, -1.00,  1.00,  1.00,  1.00,  1.00,  0.43354,  0.61786,  0.43354,  0.61786,  0.43354,  0.61786,  0.43354,  0.61786
4125, 809, -0.68153, -0.08139,  0.06583, -0.8292,  0.37351, -0.41584, -0.39566, -0.91772, -0.03535, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4201,  0.61243,  0.4201,  0.61243,  0.4201,  0.61243,  0.4201,  0.61243
4126, 808, -0.6786, -0.09358,  0.05529, -0.74068,  0.24668, -0.62494, -0.19209, -0.96908, -0.15487, -1.00,  1.00,  1.00,  1.00,  1.00,  0.42616,  0.61709,  0.42616,  0.61709,  0.42616,  0.61709,  0.42616,  0.61709
4127, 807, -0.68315, -0.09515,  0.06006, -0.84929,  0.20116, -0.48809, -0.14459, -0.97784, -0.15142, -1.00,  1.00,  1.00,  1.00,  1.00,  0.42668,  0.6145,  0.42668,  0.6145,  0.42668,  0.6145,  0.42668,  0.6145
4128, 809, -0.68153, -0.08139,  0.06583, -0.8292,  0.37351, -0.41584, -0.39566, -0.91772, -0.03535, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4201,  0.61243,  0.4201,  0.61243,  0.4201,  0.61243,  0.4201,  0.61243
4129, 810, -0.677, -0.08001,  0.06098, -0.72058,  0.41718, -0.55382, -0.47074, -0.8808, -0.051, -1.00,  1.00,  1.00,  1.00,  1.00,  0.41904,  0.61492,  0.41904,  0.61492,  0.41904,  0.61492,  0.41904,  0.61492
4130, 808, -0.6786, -0.09358,  0.05529, -0.74068,  0.24668, -0.62494, -0.19209, -0.96908, -0.15487, -1.00,  1.00,  1.00,  1.00,  1.00,  0.42616,  0.61709,  0.42616,  0.61709,  0.42616,  0.61709,  0.42616,  0.61709
4131, 811, -0.67766, -0.06875,  0.07281, -0.77992,  0.5337, -0.32695, -0.59096, -0.80,  0.10381, -1.00,  1.00,  1.00,  1.00,  1.00,  0.41405,  0.60911,  0.41405,  0.60911,  0.41405,  0.60911,  0.41405,  0.60911
4132, 810, -0.677, -0.08001,  0.06098, -0.72058,  0.41718, -0.55382, -0.47074, -0.8808, -0.051, -1.00,  1.00,  1.00,  1.00,  1.00,  0.41904,  0.61492,  0.41904,  0.61492,  0.41904,  0.61492,  0.41904,  0.61492
4133, 809, -0.68153, -0.08139,  0.06583, -0.8292,  0.37351, -0.41584, -0.39566, -0.91772, -0.03535, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4201,  0.61243,  0.4201,  0.61243,  0.4201,  0.61243,  0.4201,  0.61243
4134, 811, -0.67766, -0.06875,  0.07281, -0.77992,  0.5337, -0.32695, -0.59096, -0.80,  0.10381, -1.00,  1.00,  1.00,  1.00,  1.00,  0.41405,  0.60911,  0.41405,  0.60911,  0.41405,  0.60911,  0.41405,  0.60911
4135, 812, -0.67318, -0.06753,  0.06787, -0.67138,  0.5758, -0.46659, -0.6862, -0.72079,  0.09788, -1.00,  1.00,  1.00,  1.00,  1.00,  0.41252,  0.61133,  0.41252,  0.61133,  0.41252,  0.61133,  0.41252,  0.61133
4136, 810, -0.677, -0.08001,  0.06098, -0.72058,  0.41718, -0.55382, -0.47074, -0.8808, -0.051, -1.00,  1.00,  1.00,  1.00,  1.00,  0.41904,  0.61492,  0.41904,  0.61492,  0.41904,  0.61492,  0.41904,  0.61492
4137, 813, -0.67163, -0.05775,  0.08077, -0.69833,  0.68129, -0.21949, -0.7137, -0.63939,  0.28603, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40883,  0.60463,  0.40883,  0.60463,  0.40883,  0.60463,  0.40883,  0.60463
4138, 812, -0.67318, -0.06753,  0.06787, -0.67138,  0.5758, -0.46659, -0.6862, -0.72079,  0.09788, -1.00,  1.00,  1.00,  1.00,  1.00,  0.41252,  0.61133,  0.41252,  0.61133,  0.41252,  0.61133,  0.41252,  0.61133
4139, 811, -0.67766, -0.06875,  0.07281, -0.77992,  0.5337, -0.32695, -0.59096, -0.80,  0.10381, -1.00,  1.00,  1.00,  1.00,  1.00,  0.41405,  0.60911,  0.41405,  0.60911,  0.41405,  0.60911,  0.41405,  0.60911
4140, 813, -0.67163, -0.05775,  0.08077, -0.69833,  0.68129, -0.21949, -0.7137, -0.63939,  0.28603, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40883,  0.60463,  0.40883,  0.60463,  0.40883,  0.60463,  0.40883,  0.60463
4141, 814, -0.66723, -0.05668,  0.07572, -0.59005,  0.72216, -0.361, -0.80735, -0.52506,  0.26925, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40686,  0.60646,  0.40686,  0.60646,  0.40686,  0.60646,  0.40686,  0.60646
4142, 812, -0.67318, -0.06753,  0.06787, -0.67138,  0.5758, -0.46659, -0.6862, -0.72079,  0.09788, -1.00,  1.00,  1.00,  1.00,  1.00,  0.41252,  0.61133,  0.41252,  0.61133,  0.41252,  0.61133,  0.41252,  0.61133
4143, 814, -0.66723, -0.05668,  0.07572, -0.59005,  0.72216, -0.361, -0.80735, -0.52506,  0.26925, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40686,  0.60646,  0.40686,  0.60646,  0.40686,  0.60646,  0.40686,  0.60646
4144, 813, -0.67163, -0.05775,  0.08077, -0.69833,  0.68129, -0.21949, -0.7137, -0.63939,  0.28603, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40883,  0.60463,  0.40883,  0.60463,  0.40883,  0.60463,  0.40883,  0.60463
4145, 815, -0.66355, -0.04892,  0.08944, -0.58845,  0.80219, -0.10113, -0.74783, -0.49245,  0.44524, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40473,  0.59909,  0.40473,  0.59909,  0.40473,  0.59909,  0.40473,  0.59909
4146, 814, -0.66723, -0.05668,  0.07572, -0.59005,  0.72216, -0.361, -0.80735, -0.52506,  0.26925, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40686,  0.60646,  0.40686,  0.60646,  0.40686,  0.60646,  0.40686,  0.60646
4147, 815, -0.66355, -0.04892,  0.08944, -0.58845,  0.80219, -0.10113, -0.74783, -0.49245,  0.44524, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40473,  0.59909,  0.40473,  0.59909,  0.40473,  0.59909,  0.40473,  0.59909
4148, 816, -0.65926, -0.04796,  0.08428, -0.48089,  0.84208, -0.24424, -0.83264, -0.35134,  0.4281, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4024,  0.60044,  0.4024,  0.60044,  0.4024,  0.60044,  0.4024,  0.60044
4149, 816, -0.65926, -0.04796,  0.08428, -0.48089,  0.84208, -0.24424, -0.83264, -0.35134,  0.4281, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4024,  0.60044,  0.4024,  0.60044,  0.4024,  0.60044,  0.4024,  0.60044
4150, 815, -0.66355, -0.04892,  0.08944, -0.58845,  0.80219, -0.10113, -0.74783, -0.49245,  0.44524, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40473,  0.59909,  0.40473,  0.59909,  0.40473,  0.59909,  0.40473,  0.59909
4151, 817, -0.65383, -0.04245,  0.09847, -0.46041,  0.88753,  0.01793, -0.69602, -0.37345,  0.61327, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40189,  0.59279,  0.40189,  0.59279,  0.40189,  0.59279,  0.40189,  0.59279
4152, 816, -0.65926, -0.04796,  0.08428, -0.48089,  0.84208, -0.24424, -0.83264, -0.35134,  0.4281, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4024,  0.60044,  0.4024,  0.60044,  0.4024,  0.60044,  0.4024,  0.60044
4153, 817, -0.65383, -0.04245,  0.09847, -0.46041,  0.88753,  0.01793, -0.69602, -0.37345,  0.61327, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40189,  0.59279,  0.40189,  0.59279,  0.40189,  0.59279,  0.40189,  0.59279
4154, 818, -0.64967, -0.04159,  0.09319, -0.35392,  0.92667, -0.1266, -0.73819, -0.19365,  0.6462, -1.00,  1.00,  1.00,  1.00,  1.00,  0.39932,  0.59353,  0.39932,  0.59353,  0.39932,  0.59353,  0.39932,  0.59353
4155, 818, -0.64967, -0.04159,  0.09319, -0.35392,  0.92667, -0.1266, -0.73819, -0.19365,  0.6462, -1.00,  1.00,  1.00,  1.00,  1.00,  0.39932,  0.59353,  0.39932,  0.59353,  0.39932,  0.59353,  0.39932,  0.59353
4156, 817, -0.65383, -0.04245,  0.09847, -0.46041,  0.88753,  0.01793, -0.69602, -0.37345,  0.61327, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40189,  0.59279,  0.40189,  0.59279,  0.40189,  0.59279,  0.40189,  0.59279
4157, 819, -0.64288, -0.03855,  0.10751, -0.32376,  0.93703,  0.13096, -0.56057, -0.30148,  0.77127, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40078,  0.58597,  0.40078,  0.58597,  0.40078,  0.58597,  0.40078,  0.58597
4158, 818, -0.64967, -0.04159,  0.09319, -0.35392,  0.92667, -0.1266, -0.73819, -0.19365,  0.6462, -1.00,  1.00,  1.00,  1.00,  1.00,  0.39932,  0.59353,  0.39932,  0.59353,  0.39932,  0.59353,  0.39932,  0.59353
4159, 819, -0.64288, -0.03855,  0.10751, -0.32376,  0.93703,  0.13096, -0.56057, -0.30148,  0.77127, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40078,  0.58597,  0.40078,  0.58597,  0.40078,  0.58597,  0.40078,  0.58597
4160, 790, -0.63885, -0.03773,  0.10209, -0.21868,  0.97568, -0.0149, -0.55527, -0.11187,  0.82411, -1.00,  1.00,  1.00,  1.00,  1.00,  0.39812,  0.58595,  0.39812,  0.58595,  0.39812,  0.58595,  0.39812,  0.58595
4161, 790, -0.63885, -0.03773,  0.10209, -0.21868,  0.97568, -0.0149, -0.55527, -0.11187,  0.82411, -1.00,  1.00,  1.00,  1.00,  1.00,  0.39812,  0.58595,  0.39812,  0.58595,  0.39812,  0.58595,  0.39812,  0.58595
4162, 819, -0.64288, -0.03855,  0.10751, -0.32376,  0.93703,  0.13096, -0.56057, -0.30148,  0.77127, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40078,  0.58597,  0.40078,  0.58597,  0.40078,  0.58597,  0.40078,  0.58597
4163, 775, -0.63235, -0.03738,  0.11534, -0.15808,  0.95414,  0.25422, -0.3895, -0.29684,  0.87188, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4017,  0.5799,  0.4017,  0.5799,  0.4017,  0.5799,  0.4017,  0.5799
4164, 813, -0.67163, -0.05775,  0.08077, -0.69833,  0.68129, -0.21949, -0.7137, -0.63939,  0.28603, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40883,  0.60463,  0.40883,  0.60463,  0.40883,  0.60463,  0.40883,  0.60463
4165, 820, -0.66642, -0.0519,  0.09486, -0.72147,  0.67727,  0.14418, -0.5772, -0.70324,  0.41509, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40701,  0.59778,  0.40701,  0.59778,  0.40701,  0.59778,  0.40701,  0.59778
4166, 815, -0.66355, -0.04892,  0.08944, -0.58845,  0.80219, -0.10113, -0.74783, -0.49245,  0.44524, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40473,  0.59909,  0.40473,  0.59909,  0.40473,  0.59909,  0.40473,  0.59909
4167, 813, -0.67163, -0.05775,  0.08077, -0.69833,  0.68129, -0.21949, -0.7137, -0.63939,  0.28603, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40883,  0.60463,  0.40883,  0.60463,  0.40883,  0.60463,  0.40883,  0.60463
4168, 821, -0.67434, -0.06055,  0.08635, -0.8248,  0.5648,  0.02649, -0.54062, -0.80149,  0.25562, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4108,  0.60283,  0.4108,  0.60283,  0.4108,  0.60283,  0.4108,  0.60283
4169, 820, -0.66642, -0.0519,  0.09486, -0.72147,  0.67727,  0.14418, -0.5772, -0.70324,  0.41509, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40701,  0.59778,  0.40701,  0.59778,  0.40701,  0.59778,  0.40701,  0.59778
4170, 821, -0.67434, -0.06055,  0.08635, -0.8248,  0.5648,  0.02649, -0.54062, -0.80149,  0.25562, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4108,  0.60283,  0.4108,  0.60283,  0.4108,  0.60283,  0.4108,  0.60283
4171, 813, -0.67163, -0.05775,  0.08077, -0.69833,  0.68129, -0.21949, -0.7137, -0.63939,  0.28603, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40883,  0.60463,  0.40883,  0.60463,  0.40883,  0.60463,  0.40883,  0.60463
4172, 811, -0.67766, -0.06875,  0.07281, -0.77992,  0.5337, -0.32695, -0.59096, -0.80,  0.10381, -1.00,  1.00,  1.00,  1.00,  1.00,  0.41405,  0.60911,  0.41405,  0.60911,  0.41405,  0.60911,  0.41405,  0.60911
4173, 815, -0.66355, -0.04892,  0.08944, -0.58845,  0.80219, -0.10113, -0.74783, -0.49245,  0.44524, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40473,  0.59909,  0.40473,  0.59909,  0.40473,  0.59909,  0.40473,  0.59909
4174, 820, -0.66642, -0.0519,  0.09486, -0.72147,  0.67727,  0.14418, -0.5772, -0.70324,  0.41509, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40701,  0.59778,  0.40701,  0.59778,  0.40701,  0.59778,  0.40701,  0.59778
4175, 822, -0.65691, -0.04557,  0.10374, -0.60426,  0.75137,  0.26517, -0.54477, -0.63245,  0.55067, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40451,  0.59203,  0.40451,  0.59203,  0.40451,  0.59203,  0.40451,  0.59203
4176, 815, -0.66355, -0.04892,  0.08944, -0.58845,  0.80219, -0.10113, -0.74783, -0.49245,  0.44524, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40473,  0.59909,  0.40473,  0.59909,  0.40473,  0.59909,  0.40473,  0.59909
4177, 822, -0.65691, -0.04557,  0.10374, -0.60426,  0.75137,  0.26517, -0.54477, -0.63245,  0.55067, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40451,  0.59203,  0.40451,  0.59203,  0.40451,  0.59203,  0.40451,  0.59203
4178, 817, -0.65383, -0.04245,  0.09847, -0.46041,  0.88753,  0.01793, -0.69602, -0.37345,  0.61327, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40189,  0.59279,  0.40189,  0.59279,  0.40189,  0.59279,  0.40189,  0.59279
4179, 820, -0.66642, -0.0519,  0.09486, -0.72147,  0.67727,  0.14418, -0.5772, -0.70324,  0.41509, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40701,  0.59778,  0.40701,  0.59778,  0.40701,  0.59778,  0.40701,  0.59778
4180, 823, -0.65926, -0.05045,  0.10849, -0.67466,  0.58861,  0.44539, -0.40974, -0.80054,  0.43731, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40721,  0.59139,  0.40721,  0.59139,  0.40721,  0.59139,  0.40721,  0.59139
4181, 822, -0.65691, -0.04557,  0.10374, -0.60426,  0.75137,  0.26517, -0.54477, -0.63245,  0.55067, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40451,  0.59203,  0.40451,  0.59203,  0.40451,  0.59203,  0.40451,  0.59203
4182, 820, -0.66642, -0.0519,  0.09486, -0.72147,  0.67727,  0.14418, -0.5772, -0.70324,  0.41509, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40701,  0.59778,  0.40701,  0.59778,  0.40701,  0.59778,  0.40701,  0.59778
4183, 824, -0.66827, -0.05627,  0.09994, -0.77777,  0.53749,  0.32586, -0.43621, -0.83482,  0.33585, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40942,  0.59653,  0.40942,  0.59653,  0.40942,  0.59653,  0.40942,  0.59653
4184, 823, -0.65926, -0.05045,  0.10849, -0.67466,  0.58861,  0.44539, -0.40974, -0.80054,  0.43731, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40721,  0.59139,  0.40721,  0.59139,  0.40721,  0.59139,  0.40721,  0.59139
4185, 821, -0.67434, -0.06055,  0.08635, -0.8248,  0.5648,  0.02649, -0.54062, -0.80149,  0.25562, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4108,  0.60283,  0.4108,  0.60283,  0.4108,  0.60283,  0.4108,  0.60283
4186, 824, -0.66827, -0.05627,  0.09994, -0.77777,  0.53749,  0.32586, -0.43621, -0.83482,  0.33585, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40942,  0.59653,  0.40942,  0.59653,  0.40942,  0.59653,  0.40942,  0.59653
4187, 820, -0.66642, -0.0519,  0.09486, -0.72147,  0.67727,  0.14418, -0.5772, -0.70324,  0.41509, -1.00,  1.00,  1.00,  1.00,  1.00,  0.40701,  0.59778,  0.40701,  0.59778,  0.40701,  0.59778,  0.40701,  0.59778
