VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TEXCOORD3.x, TEXCOORD3.y, TEXCOORD3.z
1000, 358,  0.11966,  0.0071,  0.03415, -0.14922,  0.74318, -0.65224, -0.81954, -0.46202, -0.33895,  1.00,  0.00,  0.00,  0.00,  2.00,  1.00,  0.00,  0.2901,  0.10283,  0.2901,  0.10283,  0.11966,  0.0071,  0.03415
1001, 359,  0.01964,  0.06357,  0.16466, -0.32485,  0.73236, -0.59843, -0.80735, -0.5443, -0.22785,  1.00,  0.06667,  0.00,  0.00,  2.00,  1.0025,  0.4449,  0.29031,  0.13892,  0.29031,  0.13892,  0.01964,  0.06357,  0.16466
1002, 358,  0.11966,  0.0071,  0.03415, -0.14922,  0.74318, -0.65224, -0.81954, -0.46202, -0.33895,  1.00,  0.00,  0.00,  0.00,  2.00,  1.00,  0.00,  0.2901,  0.10283,  0.2901,  0.10283,  0.11966,  0.0071,  0.03415
1003, 357,  0.19032,  0.18596,  0.22177,  0.03061,  0.8981, -0.43873, -0.86065, -0.19952, -0.46848,  1.00,  0.33725,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.24373,  0.14092,  0.24373,  0.14092,  0.19032,  0.18596,  0.22177
1004, 360,  0.31785,  0.09625,  0.15772,  0.2537,  0.77447, -0.57951, -0.81612, -0.15021, -0.55802,  1.00,  0.84314,  0.00,  0.00,  2.00,  0.3541,  0.0208,  0.23771,  0.10452,  0.23771,  0.10452,  0.31785,  0.09625,  0.15772
1005, 357,  0.19032,  0.18596,  0.22177,  0.03061,  0.8981, -0.43873, -0.86065, -0.19952, -0.46848,  1.00,  0.33725,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.24373,  0.14092,  0.24373,  0.14092,  0.19032,  0.18596,  0.22177
1006, 361,  0.29437,  0.18638,  0.35513,  0.31498,  0.94828, -0.03937, -0.7563,  0.22572, -0.61405,  1.00,  0.93333,  0.00,  0.00,  2.00,  0.0103,  0.5982,  0.20983,  0.15135,  0.20983,  0.15135,  0.29437,  0.18638,  0.35513
1007, 360,  0.31785,  0.09625,  0.15772,  0.2537,  0.77447, -0.57951, -0.81612, -0.15021, -0.55802,  1.00,  0.84314,  0.00,  0.00,  2.00,  0.3541,  0.0208,  0.23771,  0.10452,  0.23771,  0.10452,  0.31785,  0.09625,  0.15772
1008, 361,  0.29437,  0.18638,  0.35513,  0.31498,  0.94828, -0.03937, -0.7563,  0.22572, -0.61405,  1.00,  0.93333,  0.00,  0.00,  2.00,  0.0103,  0.5982,  0.20983,  0.15135,  0.20983,  0.15135,  0.29437,  0.18638,  0.35513
1009, 357,  0.19032,  0.18596,  0.22177,  0.03061,  0.8981, -0.43873, -0.86065, -0.19952, -0.46848,  1.00,  0.33725,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.24373,  0.14092,  0.24373,  0.14092,  0.19032,  0.18596,  0.22177
1010, 362,  0.23458,  0.20176,  0.36038,  0.11541,  0.98249,  0.14626, -0.81019,  0.1783, -0.55839,  1.00,  0.95686,  0.00,  0.00,  2.00,  0.1149,  0.7155,  0.21831,  0.16087,  0.21831,  0.16087,  0.23458,  0.20176,  0.36038
1011, 363,  0.19396,  0.20168,  0.3559, -0.04974,  0.99859,  0.01881, -0.88221, -0.0351, -0.46954,  1.00,  0.89804,  0.00,  0.00,  2.00,  0.2194,  0.7541,  0.22679,  0.164,  0.22679,  0.164,  0.19396,  0.20168,  0.3559
1012, 362,  0.23458,  0.20176,  0.36038,  0.11541,  0.98249,  0.14626, -0.81019,  0.1783, -0.55839,  1.00,  0.95686,  0.00,  0.00,  2.00,  0.1149,  0.7155,  0.21831,  0.16087,  0.21831,  0.16087,  0.23458,  0.20176,  0.36038
1013, 357,  0.19032,  0.18596,  0.22177,  0.03061,  0.8981, -0.43873, -0.86065, -0.19952, -0.46848,  1.00,  0.33725,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.24373,  0.14092,  0.24373,  0.14092,  0.19032,  0.18596,  0.22177
1014, 364,  0.25055,  0.17088,  0.42553,  0.15556,  0.90686,  0.39167, -0.73694,  0.37057, -0.56533,  1.00,  1.00,  0.00,  0.00,  2.00, -0.0072,  0.8199,  0.20841,  0.16934,  0.20841,  0.16934,  0.25055,  0.17088,  0.42553
1015, 362,  0.23458,  0.20176,  0.36038,  0.11541,  0.98249,  0.14626, -0.81019,  0.1783, -0.55839,  1.00,  0.95686,  0.00,  0.00,  2.00,  0.1149,  0.7155,  0.21831,  0.16087,  0.21831,  0.16087,  0.23458,  0.20176,  0.36038
1016, 363,  0.19396,  0.20168,  0.3559, -0.04974,  0.99859,  0.01881, -0.88221, -0.0351, -0.46954,  1.00,  0.89804,  0.00,  0.00,  2.00,  0.2194,  0.7541,  0.22679,  0.164,  0.22679,  0.164,  0.19396,  0.20168,  0.3559
1017, 362,  0.23458,  0.20176,  0.36038,  0.11541,  0.98249,  0.14626, -0.81019,  0.1783, -0.55839,  1.00,  0.95686,  0.00,  0.00,  2.00,  0.1149,  0.7155,  0.21831,  0.16087,  0.21831,  0.16087,  0.23458,  0.20176,  0.36038
1018, 364,  0.25055,  0.17088,  0.42553,  0.15556,  0.90686,  0.39167, -0.73694,  0.37057, -0.56533,  1.00,  1.00,  0.00,  0.00,  2.00, -0.0072,  0.8199,  0.20841,  0.16934,  0.20841,  0.16934,  0.25055,  0.17088,  0.42553
1019, 361,  0.29437,  0.18638,  0.35513,  0.31498,  0.94828, -0.03937, -0.7563,  0.22572, -0.61405,  1.00,  0.93333,  0.00,  0.00,  2.00,  0.0103,  0.5982,  0.20983,  0.15135,  0.20983,  0.15135,  0.29437,  0.18638,  0.35513
1020, 357,  0.19032,  0.18596,  0.22177,  0.03061,  0.8981, -0.43873, -0.86065, -0.19952, -0.46848,  1.00,  0.33725,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.24373,  0.14092,  0.24373,  0.14092,  0.19032,  0.18596,  0.22177
1021, 365,  0.06241,  0.17025,  0.26335, -0.25794,  0.84076, -0.476, -0.8573, -0.42637, -0.28853,  1.00,  0.61176,  0.00,  0.00,  2.00,  0.6952,  0.6771,  0.26538,  0.15775,  0.26538,  0.15775,  0.06241,  0.17025,  0.26335
1022, 363,  0.19396,  0.20168,  0.3559, -0.04974,  0.99859,  0.01881, -0.88221, -0.0351, -0.46954,  1.00,  0.89804,  0.00,  0.00,  2.00,  0.2194,  0.7541,  0.22679,  0.164,  0.22679,  0.164,  0.19396,  0.20168,  0.3559
1023, 365,  0.06241,  0.17025,  0.26335, -0.25794,  0.84076, -0.476, -0.8573, -0.42637, -0.28853,  1.00,  0.61176,  0.00,  0.00,  2.00,  0.6952,  0.6771,  0.26538,  0.15775,  0.26538,  0.15775,  0.06241,  0.17025,  0.26335
1024, 357,  0.19032,  0.18596,  0.22177,  0.03061,  0.8981, -0.43873, -0.86065, -0.19952, -0.46848,  1.00,  0.33725,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.24373,  0.14092,  0.24373,  0.14092,  0.19032,  0.18596,  0.22177
1025, 359,  0.01964,  0.06357,  0.16466, -0.32485,  0.73236, -0.59843, -0.80735, -0.5443, -0.22785,  1.00,  0.06667,  0.00,  0.00,  2.00,  1.0025,  0.4449,  0.29031,  0.13892,  0.29031,  0.13892,  0.01964,  0.06357,  0.16466
1026, 366, -0.08992,  0.0071,  0.09198, -0.01583,  0.68684, -0.72664,  0.66567, -0.53502, -0.52022, -1.00,  0.03137,  0.00,  0.00,  2.00,  1.00,  0.00,  0.37664,  0.34995,  0.37664,  0.34995, -0.08992,  0.0071,  0.09198
1027, 367, -0.10466,  0.1972,  0.27199, -0.07442,  0.88615, -0.45739,  0.68415, -0.28833, -0.66993, -1.00,  0.98431,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.3331,  0.38571,  0.3331,  0.38571, -0.10466,  0.1972,  0.27199
1028, 368,  0.0276,  0.05517,  0.18223,  0.26982,  0.6813, -0.68047,  0.6479, -0.65123, -0.39512, -1.00,  0.07059,  0.00,  0.00,  2.00,  1.0025,  0.4449,  0.37683,  0.38383,  0.37683,  0.38383,  0.0276,  0.05517,  0.18223
1029, 368,  0.0276,  0.05517,  0.18223,  0.26982,  0.6813, -0.68047,  0.6479, -0.65123, -0.39512, -1.00,  0.07059,  0.00,  0.00,  2.00,  1.0025,  0.4449,  0.37683,  0.38383,  0.37683,  0.38383,  0.0276,  0.05517,  0.18223
1030, 367, -0.10466,  0.1972,  0.27199, -0.07442,  0.88615, -0.45739,  0.68415, -0.28833, -0.66993, -1.00,  0.98431,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.3331,  0.38571,  0.3331,  0.38571, -0.10466,  0.1972,  0.27199
1031, 369,  0.01491,  0.15034,  0.27817,  0.337,  0.79291, -0.50767,  0.67542, -0.57926, -0.45636, -1.00,  0.7451,  0.00,  0.00,  2.00,  0.6952,  0.6771,  0.35343,  0.40152,  0.35343,  0.40152,  0.01491,  0.15034,  0.27817
1032, 367, -0.10466,  0.1972,  0.27199, -0.07442,  0.88615, -0.45739,  0.68415, -0.28833, -0.66993, -1.00,  0.98431,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.3331,  0.38571,  0.3331,  0.38571, -0.10466,  0.1972,  0.27199
1033, 366, -0.08992,  0.0071,  0.09198, -0.01583,  0.68684, -0.72664,  0.66567, -0.53502, -0.52022, -1.00,  0.03137,  0.00,  0.00,  2.00,  1.00,  0.00,  0.37664,  0.34995,  0.37664,  0.34995, -0.08992,  0.0071,  0.09198
1034, 370, -0.23167,  0.08831,  0.24522, -0.46549,  0.68172, -0.56442,  0.64347, -0.17717, -0.74468, -1.00,  0.78039,  0.00,  0.00,  2.00,  0.3541,  0.0208,  0.32745,  0.35153,  0.32745,  0.35153, -0.23167,  0.08831,  0.24522
1035, 371, -0.16331,  0.2082,  0.41171, -0.34827,  0.93644, -0.04228,  0.57739,  0.17877, -0.79666, -1.00,  1.00,  0.00,  0.00,  2.00,  0.0103,  0.5982,  0.30127,  0.39551,  0.30127,  0.39551, -0.16331,  0.2082,  0.41171
1036, 367, -0.10466,  0.1972,  0.27199, -0.07442,  0.88615, -0.45739,  0.68415, -0.28833, -0.66993, -1.00,  0.98431,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.3331,  0.38571,  0.3331,  0.38571, -0.10466,  0.1972,  0.27199
1037, 370, -0.23167,  0.08831,  0.24522, -0.46549,  0.68172, -0.56442,  0.64347, -0.17717, -0.74468, -1.00,  0.78039,  0.00,  0.00,  2.00,  0.3541,  0.0208,  0.32745,  0.35153,  0.32745,  0.35153, -0.23167,  0.08831,  0.24522
1038, 367, -0.10466,  0.1972,  0.27199, -0.07442,  0.88615, -0.45739,  0.68415, -0.28833, -0.66993, -1.00,  0.98431,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.3331,  0.38571,  0.3331,  0.38571, -0.10466,  0.1972,  0.27199
1039, 371, -0.16331,  0.2082,  0.41171, -0.34827,  0.93644, -0.04228,  0.57739,  0.17877, -0.79666, -1.00,  1.00,  0.00,  0.00,  2.00,  0.0103,  0.5982,  0.30127,  0.39551,  0.30127,  0.39551, -0.16331,  0.2082,  0.41171
1040, 372, -0.11011,  0.22115,  0.40256,  0.13106,  0.98696,  0.0935,  0.66153, -0.01682, -0.74973, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1149,  0.7155,  0.30924,  0.40444,  0.30924,  0.40444, -0.11011,  0.22115,  0.40256
1041, 373, -0.07741,  0.20417,  0.38838,  0.43699,  0.89865, -0.03829,  0.69145, -0.36284, -0.6247, -1.00,  1.00,  0.00,  0.00,  2.00,  0.2157,  0.7456,  0.31691,  0.40673,  0.31691,  0.40673, -0.07741,  0.20417,  0.38838
1042, 367, -0.10466,  0.1972,  0.27199, -0.07442,  0.88615, -0.45739,  0.68415, -0.28833, -0.66993, -1.00,  0.98431,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.3331,  0.38571,  0.3331,  0.38571, -0.10466,  0.1972,  0.27199
1043, 372, -0.11011,  0.22115,  0.40256,  0.13106,  0.98696,  0.0935,  0.66153, -0.01682, -0.74973, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1149,  0.7155,  0.30924,  0.40444,  0.30924,  0.40444, -0.11011,  0.22115,  0.40256
1044, 367, -0.10466,  0.1972,  0.27199, -0.07442,  0.88615, -0.45739,  0.68415, -0.28833, -0.66993, -1.00,  0.98431,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.3331,  0.38571,  0.3331,  0.38571, -0.10466,  0.1972,  0.27199
1045, 373, -0.07741,  0.20417,  0.38838,  0.43699,  0.89865, -0.03829,  0.69145, -0.36284, -0.6247, -1.00,  1.00,  0.00,  0.00,  2.00,  0.2157,  0.7456,  0.31691,  0.40673,  0.31691,  0.40673, -0.07741,  0.20417,  0.38838
1046, 369,  0.01491,  0.15034,  0.27817,  0.337,  0.79291, -0.50767,  0.67542, -0.57926, -0.45636, -1.00,  0.7451,  0.00,  0.00,  2.00,  0.6952,  0.6771,  0.35343,  0.40152,  0.35343,  0.40152,  0.01491,  0.15034,  0.27817
1047, 372, -0.11011,  0.22115,  0.40256,  0.13106,  0.98696,  0.0935,  0.66153, -0.01682, -0.74973, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1149,  0.7155,  0.30924,  0.40444,  0.30924,  0.40444, -0.11011,  0.22115,  0.40256
1048, 374, -0.10873,  0.19834,  0.46271,  0.11301,  0.92992,  0.34996,  0.62276,  0.20816, -0.75422, -1.00,  1.00,  0.00,  0.00,  2.00, -0.0072,  0.8199,  0.29994,  0.41239,  0.29994,  0.41239, -0.10873,  0.19834,  0.46271
1049, 373, -0.07741,  0.20417,  0.38838,  0.43699,  0.89865, -0.03829,  0.69145, -0.36284, -0.6247, -1.00,  1.00,  0.00,  0.00,  2.00,  0.2157,  0.7456,  0.31691,  0.40673,  0.31691,  0.40673, -0.07741,  0.20417,  0.38838
1050, 374, -0.10873,  0.19834,  0.46271,  0.11301,  0.92992,  0.34996,  0.62276,  0.20816, -0.75422, -1.00,  1.00,  0.00,  0.00,  2.00, -0.0072,  0.8199,  0.29994,  0.41239,  0.29994,  0.41239, -0.10873,  0.19834,  0.46271
1051, 372, -0.11011,  0.22115,  0.40256,  0.13106,  0.98696,  0.0935,  0.66153, -0.01682, -0.74973, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1149,  0.7155,  0.30924,  0.40444,  0.30924,  0.40444, -0.11011,  0.22115,  0.40256
1052, 371, -0.16331,  0.2082,  0.41171, -0.34827,  0.93644, -0.04228,  0.57739,  0.17877, -0.79666, -1.00,  1.00,  0.00,  0.00,  2.00,  0.0103,  0.5982,  0.30127,  0.39551,  0.30127,  0.39551, -0.16331,  0.2082,  0.41171
1053, 375,  0.07345,  0.13983,  0.08895, -0.56346,  0.54243, -0.62312,  0.20829, -0.63661, -0.74252, -1.00,  0.00,  0.00,  0.00,  2.00,  1.00,  0.00,  0.46237,  0.34995,  0.46237,  0.34995,  0.07345,  0.13983,  0.08895
1054, 376,  0.15753,  0.34274,  0.18955, -0.44796,  0.72559, -0.52236,  0.13384, -0.52325, -0.8416, -1.00,  0.92941,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.42191,  0.38319,  0.42191,  0.38319,  0.15753,  0.34274,  0.18955
1055, 377,  0.25145,  0.26256,  0.10241, -0.20802,  0.59774, -0.77423,  0.29193, -0.71753, -0.6324, -1.00,  0.82353,  0.00,  0.00,  2.00,  0.8193,  0.6407,  0.44958,  0.39529,  0.44958,  0.39529,  0.25145,  0.26256,  0.10241
1056, 376,  0.15753,  0.34274,  0.18955, -0.44796,  0.72559, -0.52236,  0.13384, -0.52325, -0.8416, -1.00,  0.92941,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.42191,  0.38319,  0.42191,  0.38319,  0.15753,  0.34274,  0.18955
1057, 378,  0.23983,  0.39643,  0.24989, -0.24198,  0.85815, -0.4528,  0.05403, -0.45403, -0.88935, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1838,  0.755,  0.40461,  0.40338,  0.40461,  0.40338,  0.23983,  0.39643,  0.24989
1058, 377,  0.25145,  0.26256,  0.10241, -0.20802,  0.59774, -0.77423,  0.29193, -0.71753, -0.6324, -1.00,  0.82353,  0.00,  0.00,  2.00,  0.8193,  0.6407,  0.44958,  0.39529,  0.44958,  0.39529,  0.25145,  0.26256,  0.10241
1059, 379,  0.1944,  0.40685,  0.31366, -0.4511,  0.83654, -0.31098, -0.02477, -0.36005, -0.9326, -1.00,  1.00,  0.00,  0.00,  2.00,  0.0103,  0.5982,  0.39233,  0.39229,  0.39233,  0.39229,  0.1944,  0.40685,  0.31366
1060, 378,  0.23983,  0.39643,  0.24989, -0.24198,  0.85815, -0.4528,  0.05403, -0.45403, -0.88935, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1838,  0.755,  0.40461,  0.40338,  0.40461,  0.40338,  0.23983,  0.39643,  0.24989
1061, 376,  0.15753,  0.34274,  0.18955, -0.44796,  0.72559, -0.52236,  0.13384, -0.52325, -0.8416, -1.00,  0.92941,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.42191,  0.38319,  0.42191,  0.38319,  0.15753,  0.34274,  0.18955
1062, 379,  0.1944,  0.40685,  0.31366, -0.4511,  0.83654, -0.31098, -0.02477, -0.36005, -0.9326, -1.00,  1.00,  0.00,  0.00,  2.00,  0.0103,  0.5982,  0.39233,  0.39229,  0.39233,  0.39229,  0.1944,  0.40685,  0.31366
1063, 376,  0.15753,  0.34274,  0.18955, -0.44796,  0.72559, -0.52236,  0.13384, -0.52325, -0.8416, -1.00,  0.92941,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.42191,  0.38319,  0.42191,  0.38319,  0.15753,  0.34274,  0.18955
1064, 380,  0.05665,  0.24911,  0.26319, -0.75838,  0.57353, -0.30971,  0.04987, -0.42271, -0.90489, -1.00,  0.72549,  0.00,  0.00,  2.00,  0.3541,  0.0208,  0.41666,  0.35142,  0.41666,  0.35142,  0.05665,  0.24911,  0.26319
1065, 376,  0.15753,  0.34274,  0.18955, -0.44796,  0.72559, -0.52236,  0.13384, -0.52325, -0.8416, -1.00,  0.92941,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.42191,  0.38319,  0.42191,  0.38319,  0.15753,  0.34274,  0.18955
1066, 375,  0.07345,  0.13983,  0.08895, -0.56346,  0.54243, -0.62312,  0.20829, -0.63661, -0.74252, -1.00,  0.00,  0.00,  0.00,  2.00,  1.00,  0.00,  0.46237,  0.34995,  0.46237,  0.34995,  0.07345,  0.13983,  0.08895
1067, 380,  0.05665,  0.24911,  0.26319, -0.75838,  0.57353, -0.30971,  0.04987, -0.42271, -0.90489, -1.00,  0.72549,  0.00,  0.00,  2.00,  0.3541,  0.0208,  0.41666,  0.35142,  0.41666,  0.35142,  0.05665,  0.24911,  0.26319
1068, 378,  0.23983,  0.39643,  0.24989, -0.24198,  0.85815, -0.4528,  0.05403, -0.45403, -0.88935, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1838,  0.755,  0.40461,  0.40338,  0.40461,  0.40338,  0.23983,  0.39643,  0.24989
1069, 379,  0.1944,  0.40685,  0.31366, -0.4511,  0.83654, -0.31098, -0.02477, -0.36005, -0.9326, -1.00,  1.00,  0.00,  0.00,  2.00,  0.0103,  0.5982,  0.39233,  0.39229,  0.39233,  0.39229,  0.1944,  0.40685,  0.31366
1070, 381,  0.26175,  0.43293,  0.31359, -0.33438,  0.86277, -0.37924, -0.03154, -0.41242, -0.91045, -1.00,  1.00,  0.00,  0.00,  2.00, -0.0072,  0.8199,  0.39109,  0.40798,  0.39109,  0.40798,  0.26175,  0.43293,  0.31359
1071, 382, -0.13604,  0.0071,  0.10269,  0.16507,  0.97529, -0.14681,  0.9196, -0.206, -0.33451, -1.00,  0.15294,  0.00,  0.00,  2.00,  1.00,  0.00,  0.56784,  0.10283,  0.56784,  0.10283, -0.13604,  0.0071,  0.10269
1072, 383, -0.26652,  0.0624,  0.32331,  0.01405,  0.99972,  0.01915,  0.94048, -0.00671, -0.33979, -1.00,  0.85098,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.52409,  0.13877,  0.52409,  0.13877, -0.26652,  0.0624,  0.32331
1073, 384, -0.08251, -0.01553,  0.24721,  0.3962,  0.91799,  0.01807,  0.87282, -0.37045, -0.31773, -1.00,  0.18039,  0.00,  0.00,  2.00,  1.0025,  0.4449,  0.56803,  0.13688,  0.56803,  0.13688, -0.08251, -0.01553,  0.24721
1074, 384, -0.08251, -0.01553,  0.24721,  0.3962,  0.91799,  0.01807,  0.87282, -0.37045, -0.31773, -1.00,  0.18039,  0.00,  0.00,  2.00,  1.0025,  0.4449,  0.56803,  0.13688,  0.56803,  0.13688, -0.08251, -0.01553,  0.24721
1075, 383, -0.26652,  0.0624,  0.32331,  0.01405,  0.99972,  0.01915,  0.94048, -0.00671, -0.33979, -1.00,  0.85098,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.52409,  0.13877,  0.52409,  0.13877, -0.26652,  0.0624,  0.32331
1076, 385, -0.15503,  0.00935,  0.35922,  0.38006,  0.91021,  0.16452,  0.89261, -0.31429, -0.32321, -1.00,  0.65098,  0.00,  0.00,  2.00,  0.6952,  0.6771,  0.54451,  0.15465,  0.54451,  0.15465, -0.15503,  0.00935,  0.35922
1077, 383, -0.26652,  0.0624,  0.32331,  0.01405,  0.99972,  0.01915,  0.94048, -0.00671, -0.33979, -1.00,  0.85098,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.52409,  0.13877,  0.52409,  0.13877, -0.26652,  0.0624,  0.32331
1078, 382, -0.13604,  0.0071,  0.10269,  0.16507,  0.97529, -0.14681,  0.9196, -0.206, -0.33451, -1.00,  0.15294,  0.00,  0.00,  2.00,  1.00,  0.00,  0.56784,  0.10283,  0.56784,  0.10283, -0.13604,  0.0071,  0.10269
1079, 386, -0.34154,  0.00017,  0.18476, -0.2503,  0.9266, -0.28064,  0.92946,  0.14882, -0.33758, -1.00,  0.86275,  0.00,  0.00,  2.00,  0.361,  0.0195,  0.51894,  0.10433,  0.51894,  0.10433, -0.34154,  0.00017,  0.18476
1080, 387, -0.38804,  0.02189,  0.40419, -0.35012,  0.93554,  0.0466,  0.88353,  0.34636, -0.31529, -1.00,  1.00,  0.00,  0.00,  2.00,  0.0192,  0.571,  0.49278,  0.14653,  0.49278,  0.14653, -0.38804,  0.02189,  0.40419
1081, 383, -0.26652,  0.0624,  0.32331,  0.01405,  0.99972,  0.01915,  0.94048, -0.00671, -0.33979, -1.00,  0.85098,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.52409,  0.13877,  0.52409,  0.13877, -0.26652,  0.0624,  0.32331
1082, 386, -0.34154,  0.00017,  0.18476, -0.2503,  0.9266, -0.28064,  0.92946,  0.14882, -0.33758, -1.00,  0.86275,  0.00,  0.00,  2.00,  0.361,  0.0195,  0.51894,  0.10433,  0.51894,  0.10433, -0.34154,  0.00017,  0.18476
1083, 383, -0.26652,  0.0624,  0.32331,  0.01405,  0.99972,  0.01915,  0.94048, -0.00671, -0.33979, -1.00,  0.85098,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.52409,  0.13877,  0.52409,  0.13877, -0.26652,  0.0624,  0.32331
1084, 387, -0.38804,  0.02189,  0.40419, -0.35012,  0.93554,  0.0466,  0.88353,  0.34636, -0.31529, -1.00,  1.00,  0.00,  0.00,  2.00,  0.0192,  0.571,  0.49278,  0.14653,  0.49278,  0.14653, -0.38804,  0.02189,  0.40419
1085, 388, -0.3394,  0.03273,  0.44048, -0.09721,  0.94468,  0.31326,  0.91401,  0.2093, -0.34754, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1149,  0.7155,  0.50011,  0.15759,  0.50011,  0.15759, -0.3394,  0.03273,  0.44048
1086, 389, -0.36677,  0.00743,  0.48895, -0.20355,  0.91042,  0.36014,  0.88471,  0.32859, -0.33063, -1.00,  1.00,  0.00,  0.00,  2.00, -0.0072,  0.8199,  0.49076,  0.16558,  0.49076,  0.16558, -0.36677,  0.00743,  0.48895
1087, 388, -0.3394,  0.03273,  0.44048, -0.09721,  0.94468,  0.31326,  0.91401,  0.2093, -0.34754, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1149,  0.7155,  0.50011,  0.15759,  0.50011,  0.15759, -0.3394,  0.03273,  0.44048
1088, 387, -0.38804,  0.02189,  0.40419, -0.35012,  0.93554,  0.0466,  0.88353,  0.34636, -0.31529, -1.00,  1.00,  0.00,  0.00,  2.00,  0.0192,  0.571,  0.49278,  0.14653,  0.49278,  0.14653, -0.38804,  0.02189,  0.40419
1089, 390, -0.30996,  0.02389,  0.44808,  0.1943,  0.89313,  0.40567,  0.9296, -0.03561, -0.36686, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1865,  0.7703,  0.50559,  0.16178,  0.50559,  0.16178, -0.30996,  0.02389,  0.44808
1090, 383, -0.26652,  0.0624,  0.32331,  0.01405,  0.99972,  0.01915,  0.94048, -0.00671, -0.33979, -1.00,  0.85098,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.52409,  0.13877,  0.52409,  0.13877, -0.26652,  0.0624,  0.32331
1091, 388, -0.3394,  0.03273,  0.44048, -0.09721,  0.94468,  0.31326,  0.91401,  0.2093, -0.34754, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1149,  0.7155,  0.50011,  0.15759,  0.50011,  0.15759, -0.3394,  0.03273,  0.44048
1092, 388, -0.3394,  0.03273,  0.44048, -0.09721,  0.94468,  0.31326,  0.91401,  0.2093, -0.34754, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1149,  0.7155,  0.50011,  0.15759,  0.50011,  0.15759, -0.3394,  0.03273,  0.44048
1093, 389, -0.36677,  0.00743,  0.48895, -0.20355,  0.91042,  0.36014,  0.88471,  0.32859, -0.33063, -1.00,  1.00,  0.00,  0.00,  2.00, -0.0072,  0.8199,  0.49076,  0.16558,  0.49076,  0.16558, -0.36677,  0.00743,  0.48895
1094, 390, -0.30996,  0.02389,  0.44808,  0.1943,  0.89313,  0.40567,  0.9296, -0.03561, -0.36686, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1865,  0.7703,  0.50559,  0.16178,  0.50559,  0.16178, -0.30996,  0.02389,  0.44808
1095, 383, -0.26652,  0.0624,  0.32331,  0.01405,  0.99972,  0.01915,  0.94048, -0.00671, -0.33979, -1.00,  0.85098,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.52409,  0.13877,  0.52409,  0.13877, -0.26652,  0.0624,  0.32331
1096, 390, -0.30996,  0.02389,  0.44808,  0.1943,  0.89313,  0.40567,  0.9296, -0.03561, -0.36686, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1865,  0.7703,  0.50559,  0.16178,  0.50559,  0.16178, -0.30996,  0.02389,  0.44808
1097, 385, -0.15503,  0.00935,  0.35922,  0.38006,  0.91021,  0.16452,  0.89261, -0.31429, -0.32321, -1.00,  0.65098,  0.00,  0.00,  2.00,  0.6952,  0.6771,  0.54451,  0.15465,  0.54451,  0.15465, -0.15503,  0.00935,  0.35922
1098, 391,  0.16411,  0.0071,  0.11879, -0.09852,  0.97512, -0.19857, -0.09046, -0.20749, -0.97404, -1.00,  0.00,  0.00,  0.00,  2.00,  1.00,  0.00,  0.66424,  0.02075,  0.66424,  0.02075,  0.16411,  0.0071,  0.11879
